"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"290",4697,1949,"Master","Divorced",35416,0,0,16,3.29150262212918,0,2.47213595499958
"291",9262,1984,"2n Cycle","Together",32414,0,0,2.47213595499958,0,-2,1.46410161513775
"292",7254,1969,"Graduation","Together",38361,1,0,12.9666295470958,1.46410161513775,0,1.46410161513775
"293",4543,1980,"Graduation","Married",82497,0,0,45.8748368143433,0.82842712474619,3.29150262212918,4
"294",4927,1971,"Graduation","Together",16626,2,0,7.38083151964686,1.46410161513775,-2,1.46410161513775
"295",10451,1965,"Graduation","Together",29672,1,1,1.46410161513775,-2,-2,1.46410161513775
"296",2926,1952,"Master","Together",55951,0,1,15.8885438199983,1.46410161513775,2.89897948556636,4.6332495807108
"297",2874,1988,"2n Cycle","Divorced",35388,1,0,3.29150262212918,0,-2,1.46410161513775
"298",9738,1986,"Master","Together",42386,1,0,6,1.46410161513775,-2,1.46410161513775
"299",7119,1982,"Graduation","Single",68627,0,0,30.4345494804537,0.82842712474619,1.46410161513775,2.89897948556636
"300",3924,1965,"PhD","Divorced",57912,0,1,15.8885438199983,3.65685424949238,1.46410161513775,4.92820323027551
"301",5827,1958,"Graduation","Divorced",35246,1,1,4.92820323027551,1.46410161513775,0,1.46410161513775
"302",5596,1956,"2n Cycle","Together",58821,0,1,22.8193472919817,4,0.82842712474619,4
"303",10812,1978,"PhD","Married",46377,1,0,11.5646599662505,0.82842712474619,0,1.46410161513775
"304",1717,1988,"Graduation","Single",39747,1,0,17.2873015219859,2.47213595499958,0,2
"305",9491,1984,"Graduation","Together",23976,1,0,7.16515138991168,1.46410161513775,0,1.46410161513775
"306",9274,1961,"Master","Married",80950,0,0,19.1660104885167,2.89897948556636,3.29150262212918,4
"307",6609,1966,"Graduation","Widow",27038,0,0,8,1.46410161513775,-2,1.46410161513775
"308",6963,1947,"Graduation","Single",77457,0,0,38,0.82842712474619,2.47213595499958,4.32455532033676
"309",4440,1964,"Master","Married",64100,0,1,8.39230484541326,3.65685424949238,1.46410161513775,2.89897948556636
"310",1379,1992,"Master","Together",42670,0,0,11.5646599662505,2,0.82842712474619,2
"311",10032,1976,"Graduation","Divorced",12571,1,0,5.48331477354788,1.46410161513775,0,1.46410161513775
"312",2826,1967,"Graduation","Married",22574,2,1,3.65685424949238,0.82842712474619,-2,1.46410161513775
"314",6320,1976,"Master","Single",70893,0,0,45.370877129308,2.89897948556636,2.89897948556636,4.32455532033676
"315",3050,1966,"Graduation","Married",54198,1,1,8.58300524425836,1.46410161513775,0,2.89897948556636
"316",231,1956,"Master","Together",28839,1,1,3.29150262212918,0.82842712474619,-2,1.46410161513775
"317",2392,1972,"Graduation","Married",40321,1,1,7.16515138991168,1.46410161513775,-2,1.46410161513775
"318",9478,1985,"Graduation","Single",66503,1,0,20.6274169979695,2,1.46410161513775,2.89897948556636
"319",113,1951,"Graduation","Married",30833,1,1,3.29150262212918,0,-2,1.46410161513775
"321",1802,1971,"Graduation","Married",64795,0,1,19.8174242292714,1.46410161513775,1.46410161513775,4.92820323027551
"322",520,1974,"Graduation","Married",34421,1,0,3.29150262212918,0,-2,0.82842712474619
"323",8275,1965,"PhD","Divorced",47025,1,1,1.46410161513775,0,-2,0.82842712474619
"324",9750,1961,"PhD","Divorced",64325,0,1,35.5765884561119,4.32455532033676,1.46410161513775,2.47213595499958
"325",2607,1953,"Graduation","Single",40464,0,1,19.7255609824004,3.65685424949238,0.82842712474619,3.65685424949238
"326",7214,1957,"Graduation","Married",62187,0,0,31.166247903554,2,3.65685424949238,2.47213595499958
"327",5835,1976,"PhD","Divorced",14849,1,0,8.58300524425836,0.82842712474619,-2,2
"328",3896,1984,"Graduation","Married",27255,1,0,4.6332495807108,0,-2,1.46410161513775
"329",10350,1950,"PhD","Married",54432,2,1,2.47213595499958,0,-2,1.46410161513775
"330",7786,1986,"PhD","Single",29999,1,0,13.3622914957372,1.46410161513775,0,2
"331",2861,1983,"Graduation","Single",24072,1,0,2.89897948556636,0,-2,0.82842712474619
"332",663,1989,"PhD","Single",33996,0,0,5.74596669241483,0,0,1.46410161513775
"333",10675,1956,"PhD","Married",66334,0,1,27.5296461204668,4,1.46410161513775,2.47213595499958
"334",2521,1971,"Master","Married",35178,1,0,5.21110255092798,0,0,0.82842712474619
"335",9592,1983,"Graduation","Together",22010,1,0,4,0.82842712474619,-2,1.46410161513775
"336",10151,1960,"Graduation","Divorced",62204,0,2,29.4324672910034,2,2.47213595499958,4.92820323027551
"337",7381,1968,"Graduation","Divorced",75693,0,0,32.2344855372474,4.6332495807108,2,2.89897948556636
"338",4099,1972,"Graduation","Married",30675,1,0,6,0,-2,1.46410161513775
"339",9560,1965,"Graduation","Together",83003,0,0,45.7493455452533,3.29150262212918,2.89897948556636,3.65685424949238
"340",1150,1970,"PhD","Together",83532,0,0,45.4130783645188,2,2.89897948556636,2
"341",10172,1988,"Graduation","Single",68655,0,0,55.6888204074238,2,2.47213595499958,4.6332495807108
"342",11191,1986,"Graduation","Divorced",41411,0,0,10.328828005938,0.82842712474619,0,2
"343",9707,1969,"PhD","Married",55212,0,1,11.4164078649987,2,0.82842712474619,4.6332495807108
"344",6245,1950,"PhD","Together",59292,0,1,14.4924225024706,1.46410161513775,2.47213595499958,3.65685424949238
"345",8234,1973,"Basic","Together",27190,1,0,3.29150262212918,0,-2,0.82842712474619
"346",1411,1952,"Graduation","Divorced",82623,0,0,26.5657137141714,0.82842712474619,4,2
"347",8553,1965,"Graduation","Married",44300,1,1,4,0,-2,1.46410161513775
"348",1826,1970,"Graduation","Divorced",84835,0,0,36.9358446678636,2,2,2.89897948556636
"349",8842,1971,"Graduation","Widow",30372,1,1,4.92820323027551,0.82842712474619,-2,1.46410161513775
"350",11030,1976,"Master","Married",33181,1,0,1.46410161513775,0,-2,0.82842712474619
"351",2579,1957,"Graduation","Married",71113,0,1,29.9374388453426,2.89897948556636,3.29150262212918,4
"352",175,1986,"Graduation","Married",71952,1,0,40.6614580154031,3.65685424949238,2,3.65685424949238
"353",9185,1966,"PhD","Single",69759,0,0,43.3431361950185,2,2.89897948556636,2.47213595499958
"354",11056,1974,"Graduation","Married",72099,0,0,38.4969134626332,1.46410161513775,2,4.32455532033676
"355",9365,1976,"PhD","Single",60000,0,1,27.4618397253125,4.6332495807108,1.46410161513775,2.47213595499958
"356",6201,1978,"Graduation","Single",38643,1,1,5.48331477354788,0.82842712474619,-2,1.46410161513775
"357",2061,1955,"Graduation","Married",50737,0,1,4.6332495807108,0.82842712474619,-2,2
"358",6184,1969,"PhD","Married",68462,0,0,54.0357029044876,1.46410161513775,1.46410161513775,3.65685424949238
"359",6142,1943,"Master","Married",65073,0,0,24.6082693913001,2.47213595499958,1.46410161513775,2.47213595499958
"360",4107,1948,"PhD","Together",46681,0,2,14.6132477258361,2,2.89897948556636,2
"361",7274,1957,"Graduation","Married",78618,0,0,55.2013985843004,2,3.29150262212918,4.32455532033676
"362",9336,1969,"PhD","Widow",62187,0,1,16.2208671582886,2.89897948556636,0.82842712474619,4.32455532033676
"363",2958,1978,"Graduation","Married",28442,2,0,4.32455532033676,0.82842712474619,0,2
"364",933,1978,"PhD","Married",37717,1,0,2.89897948556636,0,-2,0.82842712474619
"365",5837,1967,"Graduation","Married",51479,1,1,23.298221281347,2.89897948556636,1.46410161513775,2.89897948556636
"366",10704,1969,"Graduation","Single",54803,0,1,17.1833260932509,2.89897948556636,0.82842712474619,4
"367",5125,1960,"Graduation","Married",79530,0,0,55.0964096944808,2,4.32455532033676,4.6332495807108
"368",4432,1976,"Graduation","Divorced",31615,1,0,6.94427190999916,0.82842712474619,-2,1.46410161513775
"369",5955,1962,"Graduation","Together",72025,0,0,44.8614980554399,2,1.46410161513775,3.65685424949238
"370",2928,1975,"PhD","Single",52614,0,1,21.832750575626,0.82842712474619,2,3.65685424949238
"371",5680,1984,"2n Cycle","Married",35684,1,0,3.29150262212918,0,-2,1.46410161513775
"372",10313,1975,"Graduation","Married",48178,1,1,11.4164078649987,2.47213595499958,0,2
"373",2557,1970,"Master","Single",29548,1,0,2.89897948556636,0,0,0.82842712474619
"374",1245,1966,"Graduation","Single",63810,0,1,29.8119474411737,2,1.46410161513775,4.92820323027551
"375",1519,1972,"PhD","Single",38578,1,1,7.38083151964686,1.46410161513775,-2,1.46410161513775
"376",10703,1975,"Master","Single",46098,1,1,8.39230484541326,1.46410161513775,0.82842712474619,0.82842712474619
"377",1726,1970,"Graduation","Single",22585,0,0,5.74596669241483,0,0,0.82842712474619
"378",4459,1989,"Graduation","Single",30279,1,0,5.48331477354788,0,-2,1.46410161513775
"379",1729,1961,"PhD","Together",66426,0,1,17.6977156035922,1.46410161513775,2.47213595499958,4.32455532033676
"380",1517,1969,"Graduation","Single",30822,1,0,5.21110255092798,0,-2,1.46410161513775
"381",2098,1969,"PhD","Married",33581,2,0,2.47213595499958,0,-2,0.82842712474619
"382",9543,1985,"Graduation","Married",19986,1,0,2.47213595499958,-2,-2,1.46410161513775
"383",6878,1954,"Graduation","Widow",27421,0,0,17.5959179422654,2,0,2.89897948556636
"384",3310,1973,"2n Cycle","Married",35688,2,1,16.9736659610103,2,0,2
"385",2724,1981,"Master","Single",36143,1,0,0,-2,0,0.82842712474619
"386",948,1971,"Graduation","Single",10245,1,0,3.29150262212918,0,0.82842712474619,0.82842712474619
"387",6720,1968,"Master","Together",43795,0,1,12.560219778561,3.29150262212918,1.46410161513775,2
"388",6202,1960,"Graduation","Together",63381,0,1,21.832750575626,2,2.47213595499958,5.21110255092798
"389",2066,1949,"Graduation","Together",38823,0,1,4.6332495807108,0.82842712474619,0,1.46410161513775
"390",9799,1968,"PhD","Divorced",83664,1,1,22.576411454889,0.82842712474619,0.82842712474619,4.92820323027551
"391",8318,1979,"Graduation","Together",90300,0,0,54.0713830755047,2.47213595499958,2.89897948556636,3.65685424949238
"392",5642,1979,"Master","Together",62499,1,0,13.6204993518133,1.46410161513775,0,2.89897948556636
"393",2669,1993,"Graduation","Single",74293,0,0,34.6060104354463,2.47213595499958,2,2.89897948556636
"394",455,1946,"PhD","Married",51012,0,0,13.8745078663875,2,0,2
"395",7683,1968,"Master","Married",70777,0,1,19.2602916254693,2.47213595499958,1.46410161513775,4.92820323027551
"396",3428,1991,"PhD","Together",68682,0,0,42.9444101084885,2,4,4.32455532033676
"397",7414,1971,"Graduation","Married",43824,1,1,10.9614813968157,1.46410161513775,0,2
"398",6354,1984,"Graduation","Together",15345,1,0,6,0,0,0.82842712474619
"399",798,1987,"Graduation","Single",23442,1,0,2.89897948556636,0,-2,1.46410161513775
"400",8213,1980,"2n Cycle","Together",14515,1,0,4,0.82842712474619,0.82842712474619,1.46410161513775
"401",2488,1956,"2n Cycle","Divorced",31395,1,1,8,0.82842712474619,0,1.46410161513775
"402",9999,1965,"Graduation","Together",75276,0,0,20.3606797749979,4,2,4
"403",7617,1974,"Graduation","Single",42373,1,1,13.6204993518133,0.82842712474619,0,2.47213595499958
"404",615,1960,"Graduation","Together",30507,0,0,15.2046505340853,2.47213595499958,0,2
"405",2552,1955,"PhD","Single",55521,1,2,8.19803902718557,2.89897948556636,1.46410161513775,2.89897948556636
"406",194,1965,"Graduation","Married",48006,1,1,4.6332495807108,0,-2,1.46410161513775
"407",3645,1972,"PhD","Single",27213,1,0,8.19803902718557,0.82842712474619,-2,2
"408",8890,1971,"PhD","Divorced",65808,1,1,15.8885438199983,2.47213595499958,0,2.47213595499958
"409",5049,1974,"PhD","Together",30351,1,0,7.79795897113271,1.46410161513775,-2,0.82842712474619
"410",9973,1963,"Graduation","Married",50437,0,2,17.1833260932509,3.29150262212918,0,3.65685424949238
"411",7301,1982,"2n Cycle","Single",23616,1,0,4.6332495807108,1.46410161513775,-2,1.46410161513775
"412",10882,1976,"Graduation","Married",53858,0,1,27.732137494637,2,1.46410161513775,2.89897948556636
"413",7030,1955,"PhD","Married",66465,0,1,26.5657137141714,4.6332495807108,4,4.92820323027551
"414",7422,1987,"Graduation","Single",46923,1,0,12.6969384566991,2.47213595499958,0,3.29150262212918
"415",3523,1962,"Graduation","Together",75072,0,1,33.1567916624939,2.47213595499958,2,3.65685424949238
"416",7106,1943,"PhD","Married",75865,0,0,46.6209831245729,1.46410161513775,2.47213595499958,4.32455532033676
"417",6504,1975,"2n Cycle","Together",19789,1,0,4,0.82842712474619,0,1.46410161513775
"418",5067,1994,"Graduation","Together",80134,0,0,31.5857112474933,0.82842712474619,3.29150262212918,4.6332495807108
"419",4216,1981,"Graduation","Single",91065,0,0,18.7846096908265,3.29150262212918,4,4
"420",8581,1971,"Master","Married",49505,1,1,18,4.32455532033676,0.82842712474619,3.65685424949238
"421",5929,1973,"PhD","Married",37401,1,0,6.71779788708135,0.82842712474619,-2,1.46410161513775
"422",3129,1983,"Graduation","Married",30096,1,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"423",6528,1982,"Master","Together",18492,1,0,0.82842712474619,0,-2,0.82842712474619
"424",1361,1974,"Master","Married",82584,0,0,18.2977831301844,1.46410161513775,2,3.65685424949238
"425",6932,1941,"PhD","Married",93027,0,0,51.5163526410386,3.29150262212918,4.32455532033676,2.47213595499958
"426",7284,1953,"Graduation","Married",48686,1,2,3.29150262212918,0,-2,0.82842712474619
"427",1340,1986,"Graduation","Married",92910,0,0,54.2849891178812,2.89897948556636,3.29150262212918,5.21110255092798
"428",8746,1989,"Graduation","Married",75433,1,0,32.4673758792282,0.82842712474619,2.47213595499958,4.32455532033676
"429",5987,1989,"2n Cycle","Together",10404,1,0,4.6332495807108,0,-2,2
"430",3767,1968,"Graduation","Married",61314,0,1,25.495454169735,2.47213595499958,2.47213595499958,4.92820323027551
"431",3725,1961,"PhD","Single",84865,0,0,35.3630833845388,0.82842712474619,2,4
"432",4324,1989,"Graduation","Married",42387,1,0,28.6594194335118,3.65685424949238,0,3.29150262212918
"433",238,1967,"2n Cycle","Together",67309,1,1,24.9072480941474,4,2.89897948556636,4
"434",6694,1964,"Graduation","Married",75236,0,1,38,3.65685424949238,1.46410161513775,5.21110255092798
"435",498,1970,"Graduation","Single",30015,1,0,7.38083151964686,0,-2,2
"436",9347,1956,"Master","Together",50943,0,1,3.29150262212918,0,-2,1.46410161513775
"437",9699,1966,"Graduation","Divorced",67272,0,1,30.9241552663087,2.89897948556636,0.82842712474619,4.92820323027551
"438",10664,1949,"Master","Widow",51529,0,1,9.83215956619923,4,0,2.47213595499958
"439",5455,1971,"PhD","Married",32011,1,0,5.74596669241483,0.82842712474619,0,2
"440",456,1986,"2n Cycle","Married",7500,1,0,2.47213595499958,0.82842712474619,-2,1.46410161513775
"441",5012,1989,"Graduation","Married",28691,1,0,5.21110255092798,0,-2,1.46410161513775
"442",7495,1948,"PhD","Married",56223,0,1,9.13552872566004,0.82842712474619,0,2.47213595499958
"443",5029,1946,"Graduation","Married",18100,0,0,0.82842712474619,-2,-2,1.46410161513775
"444",10642,1989,"Graduation","Single",30279,1,0,5.48331477354788,0,-2,1.46410161513775
"445",2106,1974,"2n Cycle","Married",20130,0,0,1.46410161513775,0,-2,1.46410161513775
"446",10364,1959,"Graduation","Divorced",23295,0,0,0,0,-2,0.82842712474619
"447",5954,1972,"Master","Divorced",42618,1,0,15.2046505340853,2.47213595499958,-2,2
"448",1137,1964,"Graduation","Single",81246,0,0,44.3465209050259,2,2.47213595499958,3.29150262212918
"449",2541,1976,"Graduation","Married",24027,1,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"450",1142,1953,"PhD","Married",55707,0,1,16.1107702762748,1.46410161513775,0.82842712474619,4
"451",2276,1955,"Graduation","Single",57959,0,1,33.8887168898527,2,3.29150262212918,4.6332495807108
"452",2807,1969,"Graduation","Married",56796,0,1,23.377155080899,3.65685424949238,4,3.29150262212918
"453",6471,1971,"Master","Single",36230,1,0,8.95445115010332,0.82842712474619,-2,2
"454",6131,1980,"2n Cycle","Married",70829,1,1,18.591260281974,2,0.82842712474619,3.65685424949238
"455",6233,1976,"Graduation","Married",65991,0,1,36.1575680566778,4,2.47213595499958,4.32455532033676
"456",4148,1972,"Graduation","Married",38988,1,2,18.2977831301844,2.47213595499958,0,2.89897948556636
"457",4947,1966,"2n Cycle","Single",89572,0,0,60.4179461373089,3.29150262212918,3.29150262212918,4
"458",3225,1984,"Master","Married",42207,1,0,14.9705627484771,2,0,2.47213595499958
"459",7540,1952,"Graduation","Married",50300,0,1,13.4919333848297,0.82842712474619,0,3.65685424949238
"460",10648,1982,"2n Cycle","Together",66664,0,0,40.2847490237319,2.47213595499958,3.29150262212918,2.89897948556636
"461",1992,1964,"Graduation","Married",60597,0,1,30.0624390837628,0.82842712474619,0.82842712474619,3.65685424949238
"462",7851,1949,"Graduation","Widow",70165,0,0,29.8119474411737,1.46410161513775,3.29150262212918,4.6332495807108
"463",8594,1958,"PhD","Widow",50520,0,1,2.89897948556636,1.46410161513775,0,1.46410161513775
"464",7059,1963,"Graduation","Married",80124,0,0,37.89987468652,1.46410161513775,3.29150262212918,3.65685424949238
"465",2815,1975,"Graduation","Married",33183,1,0,10.4899959967968,2,-2,1.46410161513775
"466",2416,1969,"PhD","Single",66582,0,0,38.9878030638384,0.82842712474619,3.65685424949238,4
"467",7999,1955,"PhD","Together",75261,0,0,38.6448028658032,2.47213595499958,2.89897948556636,2.47213595499958
"468",9213,1970,"Graduation","Widow",31880,1,0,2.47213595499958,0,-2,0.82842712474619
"469",9697,1951,"Graduation","Married",53790,0,2,20.5388553391693,3.29150262212918,0.82842712474619,3.65685424949238
"470",3916,1971,"PhD","Together",49269,1,0,23.7681974534503,3.29150262212918,1.46410161513775,4.92820323027551
"471",2021,1975,"Graduation","Married",61456,0,1,37.1918358845308,2.89897948556636,4.32455532033676,5.21110255092798
"472",1581,1980,"Graduation","Married",37406,1,0,3.65685424949238,0,-2,0.82842712474619
"473",564,1981,"PhD","Together",56937,1,0,20.3606797749979,3.65685424949238,2.89897948556636,4
"474",6619,1978,"Graduation","Married",38415,1,1,5.21110255092798,0,-2,1.46410161513775
"475",9081,1988,"Graduation","Single",20518,1,0,2.89897948556636,0,0,0.82842712474619
"476",178,1956,"Graduation","Married",62503,0,1,25.7848879788996,3.65685424949238,1.46410161513775,4.6332495807108
"477",916,1972,"PhD","Single",41644,1,1,2,0,-2,1.46410161513775
"478",5512,1977,"Master","Married",55842,0,1,10.4899959967968,3.29150262212918,0,3.65685424949238
"479",8970,1972,"PhD","Married",62010,0,1,10.4899959967968,2.89897948556636,0.82842712474619,3.29150262212918
"480",10581,1977,"Graduation","Married",41124,1,0,16.3303027798234,3.29150262212918,1.46410161513775,2
